node,neighborhood_5,neighborhood_15,neighborhood_25,neighborhood_35,neighborhood_45,neighborhood_55,neighborhood_65,neighborhood_75,neighborhood_85,neighborhood_95,degree,eigenvector
10039562000,0.07465976522956029,0.4340704851825068,1.3832389442209805,4.016392491221273,11.922752999118817,36.94656483143966,118.64261283213476,389.97056297159315,1295.7376924808827,4304.333670745977,1,2.4776282193315073e-14
10040331900,0.06539617468219282,0.2974182572531045,0.6980965012472825,1.3860896304480304,2.8929562740006274,7.94501988428861,30.952517442981424,146.85200296580499,730.9328049553309,3580.1539103171713,1,4.6151906421263375e-14
10042945100,0.16385458652823304,0.6084175520090173,1.3564334667062559,2.898207758080805,6.863419218827742,19.173207319674287,63.257687660883306,236.37803863848958,945.3718248964918,3867.7706471698543,3,7.175530580002655e-18
10043919700,0.11830550065915195,0.48368979983589677,1.0985280369265258,2.24006133653268,5.0151952900435814,14.199659571846322,51.00801582243061,209.51838660819018,897.0012541465641,3820.38531987049,2,1.4510233132951858e-13
10044195200,0.16409274204305146,0.6198651935290639,1.423087294179808,3.07905800451939,7.127945356443632,19.20647220483787,62.404276453434846,234.62406321963644,946.6227099741319,3877.4711548089567,3,6.6089463494018795e-15
10138837000,0.06783873235115906,0.3871817001353476,1.2932526522157373,3.8701172540577695,11.458114781354304,34.9174359077219,111.10623536787622,367.63464602936165,1245.0453498691984,4242.945434491221,1,1.0322428895845894e-07
10140423600,0.05765070823471488,0.22312249854728478,0.47256542722719713,0.8501352228838147,1.4943199122281046,3.1414949090231685,11.116417840752225,65.58869683773132,453.3914010464063,3072.792317629584,1,7.79679464669061e-18
10141589400,0.16842793350385143,0.6359720431024187,1.3403109631627028,2.4146747564109226,4.220869549342771,8.375057183152158,24.34024808040883,109.99016191340966,603.8837139494084,3363.0791607679816,3,1.1508787777451634e-12
10141939900,0.15289470590187657,0.48439167748086415,0.8747401132333844,1.372069241561389,2.1066774738176455,3.7968356313443614,11.92497490863721,68.52697601195808,470.129440482893,3120.5097204845633,3,9.30758246245321e-20
10142124700,0.2077848496976805,0.6777463475587975,1.2521908870889915,2.014979389487958,3.177261629907454,5.50043883995463,13.640598026859227,63.64693146699079,429.87682242189743,3019.377646784252,4,-6.444469586611055e-19
10143551500,0.1609503474742268,0.5710023689484444,1.1792999516972162,2.182346084048055,4.095429966779215,8.843865256129199,26.39345894723429,115.15493671967356,613.773690810624,3375.5111703614198,3,1.2516682353143092e-18
10244483200,0.14258005886385758,0.7432250028225615,1.9752301212459265,4.373364028724474,9.506216120012533,23.1440994381632,69.06337080680018,247.65691423339538,974.6921866646194,3916.1692023424316,2,3.737372977418006e-11
10339832500,0.05370946791223879,0.21049405324322001,0.5223234320102068,1.2013546921620148,2.891336148285608,8.42826103966696,32.623378417451455,153.31528414124693,757.0424658996885,3636.3408580209525,1,4.876366517173243e-17
10439211000,0.10541586785506803,0.35914716042855166,0.7115789589795705,1.2878537406313464,2.5453689832613526,6.712877820199541,26.23863926666949,130.72122533962192,688.1390756645886,3521.388260852815,2,2.0194921527757776e-17
10739011900,0.12088100885001893,0.51488363492144,1.2546342429545905,2.864228486326975,7.16507684574975,20.876011505263616,70.19905554651451,259.83418649562424,1006.9304521036607,3951.182293445956,2,4.145341685070661e-14
10839402900,0.061978450290419304,0.30898427581474863,0.923549823539945,2.4719474360034046,6.678751222519995,19.877440976146143,67.57767826780591,254.2906843201637,1000.832413896554,3955.3480768439417,1,1.916015387594281e-15
10939378200,0.2134702514409958,0.7471478745268079,1.5520512459648397,3.1465218061316915,7.616807967047648,23.365156992329908,83.18228569348699,309.9261615993368,1146.8213617548656,4148.5420526986345,4,6.78646765326802e-12
11039883500,0.557008363083537,2.1994167722808284,5.308169631000103,11.967488533871851,27.69757043947842,68.20096049877496,180.41168716130247,507.9205247471573,1492.2495694376858,4488.885336986797,10,4.061410297292099e-12
11040954600,0.14191293857653917,0.7766171982484363,2.224411648928366,5.394245185356953,13.035011919306138,34.7990870355319,106.04704193008465,354.5634449562998,1227.3424695058036,4237.194297834058,2,1.5085747929990597e-10
11041560100,0.05307175615279029,0.1940886910225102,0.46961666825175774,1.2532555256400644,4.124522997191009,15.824392809169984,64.49751545992191,263.30640133275097,1048.3809572050886,4036.849946461408,1,1.873037894388839e-17
11042588000,0.2778675642264415,1.0598388307092357,2.312991393065108,4.36368501633144,7.97055422323485,15.904574418366998,41.82745235393548,158.35489643200148,738.795970817119,3585.84167791008,5,2.6162474868276552e-18
11043145600,0.0677408251312271,0.36714440795638903,1.0607079328368114,2.5286333695286176,5.76554894940551,14.478269833310097,45.71267639881846,181.97753800484404,812.7883666772569,3695.373595184854,1,2.2934940990054517e-15
11043252200,0.11722297755269995,0.574161819855392,1.8015110943587043,5.102472509125318,14.064064515152024,39.69990650271713,118.60801856521499,376.76794493279425,1250.0250319078666,4236.501239264167,2,8.785642731197458e-15
11043908600,0.0564613965156825,0.24044154633177148,0.6295489752022917,1.521546469225697,3.9025226111099074,11.855457797770558,44.19329091559152,189.06870569628103,846.4594081394072,3752.551783624264,1,2.663828505911569e-10
11139654100,0.2639981939390555,0.9133937505937761,1.8877468427598818,3.740984543437862,8.416896159583608,23.218271512880623,76.4357144839471,278.21411387425815,1053.3906191450124,4015.83727858695,5,1.1018220339868303e-12
11239003700,0.16390900832834082,0.602967299686456,1.2665634641494548,2.2938613199580216,3.9695254409750884,7.225092849988623,17.397895958832343,73.59840662463344,460.0985545779459,3077.6695607167867,3,-3.4601847700693185e-19
11240439300,0.061103604516236906,0.2777296103097409,0.7393308213167812,1.852818454741782,5.135885456166115,16.799520847399574,62.89573924334444,250.8481424664929,1008.3875780171733,3977.909020026704,1,6.756923606744012e-15
11240483400,0.058169865402906265,0.23832040988834163,0.5511547622016825,1.111773829923533,2.284359430389859,5.6511356204115994,19.73195926951977,96.23883410765607,553.6955229230225,3263.0753149520397,1,3.400698840930651e-19
11339529000,0.12167043935248216,0.537096258173423,1.3458321070217325,2.989501458893232,6.749411356182945,17.29512728564387,54.56127164042365,208.3082640247073,878.2900146398842,3785.1005193025126,2,6.31926044849307e-18
11639185900,0.05560296630195003,0.21888488462182673,0.5439293353905247,1.3642780465324125,3.937285829240594,13.525964268403529,53.10740439675488,222.1132531524127,936.8850015860291,3879.981734573328,1,7.035047459470637e-13
11639549000,0.2972074526363951,1.302833419850244,3.4129575252686966,8.256870652482194,20.360874468559654,53.07707374617012,148.00165552026402,439.11870616972976,1363.6710243029988,4352.47334153726,5,2.37231101248388e-13
11640168300,0.060915844583285146,0.2676489331298391,0.6499441989319963,1.3737974278673148,3.068792306291103,8.83719104759178,34.76003149173419,161.8801713328868,778.9096876173071,3659.2554203822224,1,1.8641425275521385e-18
11640367200,0.1141125541835263,0.4653693828748942,1.140695376634699,2.6869960709013627,7.04577994017554,21.458032724351053,73.77214555178494,272.65967880956117,1040.7099097208354,3998.5118044182195,2,2.5306071030446278e-14
11640502900,0.052639134770383046,0.17752025948666342,0.348500671444387,0.6524822233653885,1.474543955341821,4.7230852146132305,20.91871920283485,110.52686795557771,615.1388675307475,3381.020861668515,1,3.0718972475632025e-18
11838776600,0.05280898245853332,0.18461071381919048,0.39195044552232,0.790055574481486,1.7595122015875573,5.139996289777988,21.648275879060503,114.21165406261376,633.7614970561434,3423.2276749326893,1,2.2775061448922693e-15
11839955000,0.11716123773518164,0.5044554219245593,1.272202513536688,2.866602840986301,6.571376629541717,17.19257936922604,55.73738412721547,216.68433185872226,910.8708390217855,3842.3916699848223,2,9.355106288594778e-13
11940414500,0.17789985608529174,0.8331267348073411,2.372684578746577,5.989560918359451,14.66024763587577,37.21201754252245,104.1582406657291,329.2843163571078,1140.3223524925256,4109.468888929284,3,4.8271581893350093e-14
12041377200,0.05539750436135826,0.20775133964269785,0.45168630096587326,0.9036928884203502,2.0172127949607814,6.044876703678247,25.42677649109222,128.77816422336932,678.7269417166618,3497.1149454441143,1,1.8785546602797311e-16
12139122000,0.11039830021820458,0.40308395722434326,0.8342476583020414,1.5712735691124267,3.3355153414653693,9.571921249354988,37.50375254761724,171.98649622962824,810.7549354934955,3714.079600564189,2,1.5813825306029254e-16
12139728200,0.07056963860510382,0.4040744729625152,1.2353011562049652,3.2107557857394626,8.298229866018488,23.50897381554218,75.99561462434647,273.6636934356443,1040.695181836759,4002.429128300527,1,8.613625342559544e-08
12143019500,0.4192056208408591,1.418673755334767,2.8357936004399593,5.34125034097338,11.258102684489876,29.26635168976579,92.29134390802906,322.8123822230235,1162.2572752049264,4158.429559717457,8,6.192137574556131e-09
12239282100,0.0530866980629574,0.1941815835950189,0.45191865989001134,1.0347298786918742,2.6550016406747114,8.501132990046651,34.70503298211314,162.71546793949997,783.7427410026694,3672.2706118845667,1,2.3241495922528185e-15
12243063700,0.06115824785844738,0.28310285109857963,0.7918129593731191,2.1249151555630803,6.217539580881271,20.551379805333816,74.6892760322782,283.9653235757776,1085.014940329724,4075.2075026817747,1,3.7881675677004215e-14
12244160600,0.10832236951767839,0.3943068104151455,0.8389836630064034,1.5895549515950849,3.0229056888692396,6.705655050719161,21.634638561833327,103.2727414531805,582.7295470729398,3323.3115081914602,2,-4.098602469414099e-19
12244208000,0.0530906795948875,0.19674316565841457,0.4992199128167138,1.3978660603983033,4.54923973014053,16.509064057107544,63.98794307236555,255.3994449565858,1019.1472921630765,3991.4252335922442,1,1.3360559627905752e-13
12244568100,0.16059047292554457,0.5628435302782129,1.1598352057438763,2.264165095777133,5.0522347393359395,14.406302440163472,51.52348835263915,209.28430321874052,890.1959394746615,3802.3373770857133,3,5.03165746965e-15
12445131400,0.06604395957942907,0.31735903086615924,0.8183739662010404,1.8949549570028748,4.821701213543821,14.814169455646798,53.83204504795734,215.9969442634342,904.2310974198181,3817.250133921971,1,4.757386743612398e-17
12446948000,0.10825601999933238,0.3964338958824801,0.8782263603313105,1.8558347608809649,4.330086067075838,12.232090926927784,42.88678392335827,176.90536783206605,792.9042059465781,3646.7025533801007,2,1.3253409295215198e-16
12447058500,0.1255619208261767,0.5446687613777258,1.2481725118795626,2.4130098950682735,4.591545150633856,9.926360828859544,28.791471034505967,119.06431481780744,613.8575938218119,3361.2231935616346,2,2.7421349738393743e-19
12447083000,0.12267521850232413,0.6360914624518756,2.032063687618904,5.732084149269984,15.538174525335034,42.78868851336602,124.3992636889584,386.1499108244183,1261.890398663017,4244.073598809771,2,1.568528069844895e-15
12646317600,0.20446064629646082,1.0626992400166126,3.0617727141465036,7.873346893558779,20.491537915379315,56.334608349615785,163.3267573072004,489.2704465531799,1484.1994931387565,4501.732119036823,3,5.4861103791356424e-11
12756832600,0.06485098460328848,0.3440417156490992,1.0879964538243934,3.178363517846668,9.557363490992499,30.520426544820857,102.72850076929565,355.81000474400923,1237.5704063268586,4251.583369097196,1,1.8834294185663286e-14
12757973900,0.5028426013582962,1.9721642948275555,4.686805968452692,10.436961336875278,24.10311082457338,59.89489781967186,161.45320342710443,466.72765890531707,1415.4627420979807,4408.748208167797,9,4.041477819033008e-12
12759829200,0.12361594039372151,0.5422992368318246,1.3272450148543014,2.9566941680017176,7.141539777410544,20.58320643795423,70.58566299918647,267.4932348182691,1042.75341100846,4020.458085369565,2,4.1516771893875306e-17
12760655700,0.1276523684426685,0.6067736789503881,1.5724379497749794,3.4806296923376348,7.714537576866663,19.755674357881702,63.475611966252096,241.8203302677595,979.0761787851443,3940.636765380185,2,4.110338148460951e-12
12761171300,0.22051614341028158,0.7956844793957014,1.590107391293414,2.726227659275407,4.628578342118221,9.179376090736652,26.47273973175183,114.76874293284578,608.5846169395899,3355.1651499151476,4,-7.8101013365047785e-19
12763031200,0.078906661212172,0.4373449372922941,1.1336991074995317,2.296900549429925,4.289925552110395,8.83976292057621,25.963527900525204,115.3158596749538,618.8315558772001,3385.709111139176,1,2.731693889946955e-15
12764522700,0.17516293823075232,0.8087955096090385,2.3583431294631483,6.3273571397063675,16.83067310950817,46.15917021542837,133.6252732465075,409.58369996491433,1310.8630834495434,4299.516660624006,3,3.1057060898462885e-15
12768119500,0.16063905047055574,0.5584498907702125,1.0967738759358203,1.8760330822966036,3.2569793467488983,6.978453072991693,22.94556628549476,110.31539323387535,610.8410599534631,3379.085077206067,3,7.076312960485657e-13
12769685300,0.158174759411114,0.5396430218014174,1.070689253743281,1.938738270847439,3.7791256316642197,9.306740246348527,32.16526495845347,144.42703472850053,716.7499348717215,3556.192303966913,3,1.303524417873034e-11
12770265600,0.1627632590487942,0.5705277313593408,1.1063915570629002,1.8156906846953969,2.8349096051210214,4.815098730967547,12.33425562049958,61.35385652053904,423.756321713324,3000.5362304709174,3,-1.9368945468641547e-19
12772232000,0.10991117189926779,0.4530634697920031,1.2298296698380704,3.24619881241811,9.022744726022346,27.458024003182476,91.71030889673214,325.003061010288,1171.5623301746268,4176.672975151982,2,2.500187729226304e-13
